permutation_id,mean_mismatch_cosine_similarity
1870,0.214225
1871,0.202197
1872,0.194843
1873,0.199370
1874,0.248649
1875,0.239938
1876,0.178611
1877,0.211585
1878,0.188034
1879,0.188368
1880,0.194974
1881,0.247951
1882,0.192515
1883,0.161285
1884,0.148578
1885,0.176381
1886,0.209650
1887,0.207737
1888,0.212164
1889,0.194812
1890,0.258977
1891,0.172677
1892,0.199911
1893,0.253063
1894,0.211123
1895,0.214582
1896,0.183090
1897,0.199362
1898,0.200852
1899,0.172357
1900,0.170870
1901,0.189824
1902,0.181938
1903,0.187537
1904,0.196595
1905,0.220342
1906,0.222768
1907,0.249240
1908,0.173604
1909,0.189261
1910,0.246872
1911,0.207607
1912,0.192975
1913,0.216678
1914,0.163346
1915,0.232472
1916,0.274447
1917,0.187237
1918,0.183100
1919,0.161029
1920,0.242581
1921,0.210939
1922,0.180831
1923,0.186813
1924,0.246139
1925,0.203141
1926,0.235263
1927,0.185716
1928,0.187309
1929,0.155053
1930,0.244977
1931,0.212586
1932,0.230072
1933,0.179190
1934,0.170947
1935,0.167822
1936,0.171994
1937,0.205728
1938,0.198124
1939,0.227501
1940,0.211391
1941,0.228385
1942,0.153069
1943,0.280846
1944,0.246091
1945,0.215112
1946,0.211240
1947,0.200918
1948,0.186398
1949,0.167703
1950,0.231104
1951,0.207031
1952,0.212605
1953,0.161064
1954,0.223185
1955,0.208154
1956,0.220899
1957,0.171716
1958,0.232743
1959,0.212573
1960,0.189944
1961,0.251755
1962,0.189638
1963,0.223367
1964,0.184506
1965,0.235908
1966,0.228973
1967,0.186586
1968,0.226755
1969,0.190711
1970,0.214131
1971,0.216051
1972,0.192887
1973,0.207277
1974,0.271023
1975,0.227296
1976,0.196322
1977,0.232226
1978,0.155338
1979,0.209889
1980,0.165816
1981,0.185179
1982,0.247256
1983,0.231243
1984,0.207739
1985,0.213042
1986,0.191404
1987,0.225931
1988,0.218535
1989,0.260510
1990,0.219981
1991,0.205078
1992,0.228362
1993,0.207673
1994,0.232924
1995,0.155180
1996,0.208707
1997,0.211807
1998,0.196005
1999,0.213879
2000,0.189310
2001,0.204049
2002,0.197669
2003,0.197228
2004,0.187624
2005,0.264460
2006,0.256497
2007,0.221275
2008,0.181924
2009,0.202483
2010,0.184619
2011,0.190293
2012,0.179318
2013,0.207593
2014,0.188483
2015,0.177304
2016,0.246061
2017,0.191105
2018,0.186594
2019,0.222437
2020,0.209955
2021,0.216491
2022,0.186023
2023,0.179266
2024,0.211027
2025,0.213897
2026,0.206823
2027,0.215654
2028,0.206769
2029,0.195261
2030,0.223007
2031,0.193209
2032,0.195493
2033,0.161378
2034,0.217923
2035,0.205081
2036,0.207366
2037,0.181600
2038,0.166954
2039,0.194038
2040,0.218949
2041,0.253564
2042,0.195855
2043,0.213280
2044,0.241049
2045,0.207041
2046,0.194976
2047,0.187425
2048,0.223333
2049,0.207677
2050,0.177862
2051,0.230248
2052,0.179976
2053,0.224089
2054,0.198461
2055,0.202364
2056,0.236174
2057,0.170289
2058,0.153644
2059,0.170046
2060,0.178956
2061,0.199105
2062,0.191902
2063,0.206493
2064,0.188430
2065,0.206894
2066,0.207988
2067,0.234247
2068,0.186032
2069,0.219081
2070,0.193655
2071,0.200128
2072,0.157134
2073,0.153144
2074,0.208023
2075,0.223062
2076,0.202767
2077,0.262694
2078,0.217914
2079,0.186904
2080,0.172629
2081,0.183795
2082,0.255696
2083,0.206717
2084,0.181603
2085,0.219902
2086,0.236644
2087,0.233931
2088,0.249077
2089,0.264744
2090,0.147930
2091,0.216329
2092,0.205759
2093,0.219654
2094,0.205279
2095,0.176953
2096,0.233486
2097,0.209117
2098,0.200005
2099,0.198406
2100,0.219229
2101,0.205547
2102,0.214606
2103,0.199861
2104,0.245031
2105,0.170948
2106,0.167980
2107,0.182618
2108,0.210637
2109,0.177840
2110,0.184798
2111,0.178965
2112,0.206492
2113,0.202463
2114,0.180411
2115,0.168446
2116,0.177857
2117,0.197582
2118,0.204567
2119,0.188413
2120,0.192211
2121,0.254114
2122,0.248567
2123,0.203670
2124,0.191660
2125,0.204675
2126,0.238508
2127,0.201545
2128,0.211370
2129,0.275554
2130,0.177553
2131,0.223345
2132,0.189913
2133,0.194602
2134,0.160424
2135,0.224788
2136,0.189896
2137,0.203771
2138,0.215207
2139,0.247933
2140,0.230946
2141,0.210150
2142,0.178315
2143,0.241165
2144,0.192595
2145,0.256060
2146,0.168617
2147,0.202713
2148,0.238562
2149,0.212693
2150,0.187974
2151,0.210454
2152,0.184402
2153,0.230674
2154,0.227648
2155,0.193818
2156,0.198687
2157,0.185901
2158,0.159650
2159,0.236285
2160,0.174869
2161,0.192573
2162,0.258319
2163,0.152449
2164,0.227377
2165,0.148679
2166,0.228355
2167,0.207628
2168,0.207598
2169,0.197102
2170,0.238177
2171,0.202763
2172,0.182161
2173,0.189698
2174,0.227947
2175,0.203478
2176,0.203271
2177,0.184993
2178,0.172588
2179,0.210349
2180,0.218749
2181,0.189827
2182,0.211979
2183,0.179981
2184,0.199934
2185,0.213429
2186,0.212885
2187,0.188953
2188,0.220352
2189,0.182623
2190,0.215752
2191,0.163515
2192,0.183490
2193,0.179790
2194,0.219039
2195,0.207914
2196,0.226222
2197,0.177978
2198,0.154352
2199,0.148114
2200,0.182981
2201,0.214901
2202,0.223010
2203,0.205598
2204,0.217723
2205,0.185539
2206,0.190160
2207,0.221175
2208,0.244075
2209,0.170768
2210,0.194291
2211,0.160942
2212,0.185744
2213,0.184647
2214,0.227331
2215,0.165893
2216,0.204856
2217,0.178713
2218,0.223246
2219,0.198302
2220,0.223130
2221,0.210484
2222,0.188353
2223,0.230211
2224,0.228978
2225,0.167540
2226,0.185018
2227,0.182931
2228,0.209937
2229,0.191203
2230,0.178780
2231,0.189648
2232,0.209132
2233,0.200388
2234,0.248337
2235,0.224018
2236,0.228145
2237,0.247182
2238,0.220894
2239,0.178451
2240,0.179680
2241,0.249105
2242,0.221920
2243,0.258131
2244,0.230026
2245,0.197764
2246,0.207903
2247,0.217695
2248,0.181927
2249,0.210042
2250,0.240436
2251,0.204376
2252,0.283556
2253,0.174728
2254,0.194700
2255,0.226788
2256,0.194470
2257,0.160366
2258,0.163922
2259,0.146600
2260,0.201060
2261,0.218356
2262,0.211459
2263,0.210734
2264,0.217369
2265,0.223582
2266,0.213386
2267,0.213015
2268,0.192202
2269,0.198582
2270,0.209381
2271,0.199648
2272,0.209015
2273,0.222681
2274,0.200781
2275,0.204959
2276,0.174051
2277,0.212973
2278,0.216955
2279,0.161984
2280,0.192018
2281,0.203762
2282,0.253519
2283,0.174039
2284,0.188655
2285,0.174444
2286,0.221465
2287,0.186232
2288,0.184042
2289,0.202260
2290,0.233777
2291,0.190765
2292,0.257523
2293,0.208638
2294,0.228823
2295,0.202852
2296,0.199618
2297,0.179502
2298,0.169058
2299,0.210494
2300,0.182655
2301,0.215175
2302,0.189037
2303,0.210723
2304,0.162343
2305,0.239409
2306,0.241920
2307,0.201623
2308,0.222209
2309,0.176916
2310,0.220568
2311,0.203314
2312,0.211494
2313,0.225424
2314,0.181513
2315,0.207058
2316,0.200098
2317,0.172710
2318,0.198715
2319,0.173448
2320,0.241151
2321,0.211275
2322,0.197965
2323,0.176881
2324,0.199664
2325,0.235653
2326,0.141791
2327,0.186205
2328,0.194598
2329,0.249573
2330,0.190324
2331,0.166403
2332,0.178384
2333,0.209393
2334,0.156588
2335,0.172025
2336,0.196691
2337,0.174493
2338,0.232212
2339,0.215363
2340,0.215889
2341,0.229795
2342,0.199604
2343,0.259935
2344,0.293364
2345,0.220555
2346,0.149481
2347,0.208620
2348,0.163930
2349,0.196943
2350,0.186695
2351,0.198623
2352,0.198871
2353,0.197435
2354,0.159667
2355,0.196382
2356,0.198674
2357,0.192565
2358,0.215460
2359,0.202996
2360,0.253414
2361,0.227500
2362,0.194620
2363,0.223598
2364,0.180413
2365,0.159009
2366,0.151816
2367,0.160323
2368,0.201647
2369,0.177784
2370,0.230798
2371,0.217848
2372,0.250015
2373,0.240874
2374,0.209005
2375,0.159094
2376,0.176491
2377,0.234449
2378,0.233911
2379,0.193464
2380,0.187563
2381,0.255942
2382,0.264538
2383,0.204619
2384,0.227018
2385,0.244314
2386,0.213910
2387,0.214184
2388,0.211212
2389,0.215601
2390,0.193154
2391,0.184288
2392,0.248842
2393,0.240761
2394,0.253571
2395,0.198529
2396,0.178555
2397,0.232985
2398,0.199050
2399,0.168313
2400,0.205824
2401,0.210865
2402,0.204737
2403,0.186612
2404,0.194962
2405,0.178964
2406,0.224373
2407,0.223554
2408,0.196881
2409,0.228406
2410,0.222281
2411,0.217819
2412,0.211581
2413,0.192497
2414,0.226222
2415,0.225745
2416,0.231486
2417,0.206943
2418,0.227825
2419,0.208792
2420,0.185079
2421,0.218021
2422,0.222682
2423,0.197391
2424,0.240868
2425,0.235008
2426,0.217492
2427,0.202885
2428,0.179042
2429,0.221230
2430,0.235752
2431,0.215773
2432,0.166569
2433,0.224630
2434,0.221674
2435,0.206876
2436,0.203543
2437,0.244698
2438,0.186213
2439,0.173347
2440,0.174182
2441,0.200328
2442,0.266747
2443,0.211220
2444,0.237848
2445,0.212671
2446,0.246680
2447,0.243995
2448,0.273617
2449,0.180223
2450,0.180529
2451,0.194394
2452,0.210244
2453,0.188334
2454,0.219662
2455,0.240652
2456,0.217967
2457,0.183901
2458,0.160192
2459,0.244112
2460,0.212705
2461,0.215420
2462,0.228287
2463,0.205580
2464,0.194829
2465,0.205740
2466,0.254492
2467,0.212388
2468,0.198640
2469,0.243000
2470,0.195425
2471,0.183119
2472,0.170650
2473,0.188292
2474,0.250393
2475,0.188839
2476,0.167987
2477,0.267003
2478,0.212306
2479,0.181601
2480,0.180824
2481,0.210526
2482,0.232335
2483,0.172328
2484,0.190438
2485,0.228524
2486,0.208962
2487,0.181858
2488,0.208702
2489,0.193478
2490,0.218259
2491,0.214210
2492,0.200257
2493,0.234445
2494,0.235207
2495,0.211242
2496,0.187895
2497,0.198336
2498,0.252643
2499,0.234630
2500,0.204951
2501,0.210888
2502,0.196711
2503,0.183515
2504,0.263341
2505,0.221715
2506,0.244241
2507,0.188359
2508,0.195788
2509,0.184743
2510,0.187622
2511,0.217155
2512,0.154402
2513,0.223224
2514,0.198664
2515,0.199221
2516,0.169006
2517,0.227224
2518,0.191778
2519,0.260357
2520,0.168349
2521,0.201961
2522,0.208893
2523,0.217446
2524,0.200272
2525,0.213956
2526,0.209291
2527,0.221925
2528,0.203971
2529,0.243018
2530,0.227993
2531,0.215978
2532,0.232774
2533,0.192654
2534,0.189986
2535,0.179354
2536,0.173468
2537,0.215264
2538,0.185532
2539,0.208813
2540,0.242487
2541,0.215816
2542,0.234176
2543,0.215604
2544,0.222334
2545,0.206166
2546,0.213336
2547,0.227427
2548,0.189437
2549,0.184225
2550,0.214932
2551,0.195708
2552,0.224503
2553,0.219133
2554,0.167931
2555,0.214060
2556,0.204327
2557,0.197169
2558,0.196765
2559,0.257168
2560,0.212419
2561,0.211550
2562,0.176837
2563,0.189744
2564,0.188774
2565,0.183117
2566,0.228953
2567,0.233267
2568,0.209275
2569,0.192017
2570,0.214621
2571,0.192081
2572,0.220546
2573,0.227064
2574,0.197780
2575,0.225288
2576,0.180332
2577,0.235322
2578,0.187531
2579,0.214399
2580,0.230673
2581,0.164683
2582,0.210225
2583,0.191266
2584,0.209239
2585,0.242207
2586,0.214053
2587,0.163497
2588,0.166418
2589,0.184786
2590,0.212165
2591,0.207999
2592,0.213071
2593,0.217745
2594,0.214495
2595,0.225726
2596,0.198869
2597,0.211169
2598,0.215326
2599,0.171052
2600,0.194895
2601,0.205069
2602,0.203764
2603,0.217451
2604,0.192861
2605,0.205648
2606,0.163741
2607,0.185994
2608,0.193665
2609,0.215026
2610,0.167136
2611,0.238449
2612,0.237148
2613,0.197425
2614,0.248439
2615,0.206576
2616,0.196987
2617,0.198536
2618,0.229113
2619,0.206614
2620,0.232032
2621,0.187548
2622,0.196195
2623,0.158822
2624,0.176606
2625,0.204352
2626,0.258961
2627,0.172786
2628,0.186776
2629,0.198707
2630,0.194273
2631,0.156739
2632,0.242095
2633,0.223769
2634,0.193942
2635,0.221468
2636,0.244885
2637,0.224899
2638,0.213807
2639,0.236673
2640,0.216936
2641,0.198327
2642,0.166008
2643,0.188033
2644,0.195329
2645,0.191402
2646,0.175418
2647,0.171420
2648,0.271076
2649,0.242604
2650,0.232748
2651,0.229663
2652,0.168175
2653,0.191837
2654,0.170402
2655,0.191431
2656,0.222418
2657,0.174759
2658,0.214909
2659,0.181052
2660,0.176589
2661,0.210770
2662,0.220624
2663,0.209131
2664,0.221530
2665,0.171720
2666,0.265002
2667,0.218529
2668,0.182414
2669,0.248453
2670,0.204673
2671,0.289698
2672,0.208644
2673,0.181543
2674,0.190389
2675,0.193415
2676,0.198874
2677,0.190157
2678,0.175068
2679,0.229340
2680,0.239026
2681,0.196531
2682,0.158353
2683,0.264472
2684,0.203837
2685,0.210863
2686,0.239203
2687,0.210531
2688,0.178695
2689,0.176348
2690,0.235533
2691,0.193657
2692,0.201823
2693,0.166589
2694,0.185816
2695,0.210892
2696,0.275672
2697,0.215122
2698,0.202060
2699,0.198339
2700,0.187890
2701,0.165182
2702,0.223834
2703,0.203566
2704,0.211346
2705,0.185291
2706,0.176614
2707,0.218787
2708,0.236073
2709,0.212391
2710,0.181544
2711,0.156034
2712,0.224410
2713,0.185872
2714,0.196310
2715,0.193828
2716,0.232058
2717,0.180542
2718,0.226816
2719,0.173156
2720,0.186646
2721,0.202081
2722,0.221546
2723,0.200163
2724,0.171901
2725,0.208150
2726,0.197393
2727,0.220651
2728,0.160614
2729,0.231697
2730,0.218203
2731,0.192517
2732,0.210920
2733,0.161993
2734,0.163134
2735,0.182837
2736,0.211879
2737,0.232122
2738,0.234084
2739,0.205964
2740,0.217752
2741,0.181309
2742,0.244553
2743,0.257283
2744,0.175805
2745,0.202452
2746,0.184306
2747,0.234944
2748,0.215132
2749,0.187524
2750,0.187323
2751,0.219215
2752,0.196074
2753,0.214339
2754,0.224666
2755,0.214551
2756,0.187817
2757,0.236940
2758,0.181265
2759,0.183654
2760,0.229723
2761,0.224808
2762,0.238900
2763,0.235392
2764,0.259613
2765,0.173706
2766,0.191771
2767,0.227205
2768,0.226535
2769,0.251912
2770,0.207234
2771,0.221296
2772,0.190808
2773,0.202403
2774,0.210353
2775,0.251846
2776,0.249148
2777,0.212611
2778,0.208882
2779,0.209590
2780,0.207807
2781,0.202064
2782,0.200976
2783,0.231847
2784,0.191024
2785,0.185790
2786,0.205478
2787,0.228203
2788,0.200549
2789,0.229176
2790,0.202306
2791,0.217063
2792,0.228694
2793,0.236053
2794,0.213411
2795,0.216886
2796,0.200757
2797,0.148198
2798,0.201841
2799,0.161452
2800,0.201384
2801,0.239083
2802,0.187883
2803,0.191673
2804,0.216239
2805,0.246231
2806,0.245941
2807,0.207550
2808,0.181669
2809,0.231941
2810,0.193782
2811,0.194620
2812,0.224459
2813,0.205624
2814,0.228388
2815,0.247494
2816,0.231267
2817,0.217198
2818,0.175867
2819,0.198609
2820,0.187441
2821,0.238313
2822,0.212080
2823,0.191654
2824,0.189614
2825,0.217780
2826,0.189514
2827,0.276814
2828,0.179492
2829,0.159263
2830,0.179903
2831,0.211956
2832,0.240754
2833,0.201769
2834,0.161148
2835,0.181925
2836,0.189495
2837,0.204275
2838,0.191192
2839,0.192855
2840,0.251611
2841,0.169099
2842,0.193412
2843,0.206039
2844,0.216578
2845,0.209352
2846,0.157927
2847,0.200007
2848,0.216078
2849,0.226020
2850,0.185634
2851,0.211641
2852,0.196831
2853,0.223184
2854,0.220295
2855,0.196609
2856,0.239026
2857,0.215448
2858,0.258958
2859,0.209696
2860,0.218453
2861,0.242688
2862,0.196074
2863,0.185174
2864,0.180890
2865,0.241862
2866,0.215026
2867,0.182059
2868,0.249583
2869,0.195635
2870,0.234941
2871,0.208776
2872,0.243446
2873,0.219035
2874,0.173927
2875,0.183228
2876,0.201918
2877,0.224984
2878,0.203160
2879,0.191394
2880,0.174773
2881,0.204029
2882,0.206623
2883,0.159019
2884,0.221895
2885,0.202847
2886,0.213589
2887,0.240632
2888,0.187752
2889,0.189454
2890,0.179403
2891,0.192916
2892,0.279870
2893,0.162046
2894,0.202391
2895,0.195281
2896,0.174760
2897,0.220779
2898,0.234975
2899,0.210557
2900,0.247996
2901,0.203035
2902,0.217872
2903,0.196322
2904,0.261215
2905,0.186930
2906,0.232313
2907,0.202494
2908,0.283507
2909,0.228036
2910,0.250204
2911,0.153784
2912,0.239524
2913,0.197408
2914,0.207837
2915,0.197037
2916,0.185576
2917,0.152839
2918,0.201346
2919,0.180866
2920,0.216960
2921,0.211920
2922,0.209946
2923,0.241918
2924,0.248218
2925,0.228982
2926,0.215833
2927,0.238879
2928,0.229413
2929,0.189163
2930,0.263215
2931,0.209254
2932,0.225324
2933,0.197706
2934,0.182786
2935,0.221740
2936,0.224828
2937,0.208325
2938,0.191811
2939,0.210724
2940,0.212175
2941,0.167986
2942,0.189362
2943,0.191196
2944,0.225903
2945,0.263827
2946,0.214456
2947,0.243314
2948,0.240616
2949,0.223841
2950,0.181479
2951,0.191070
2952,0.214340
2953,0.226530
2954,0.174943
2955,0.188620
2956,0.174443
2957,0.207281
2958,0.164588
2959,0.172176
2960,0.219171
2961,0.263174
2962,0.214090
2963,0.215526
2964,0.193497
2965,0.212355
2966,0.157394
2967,0.214731
2968,0.234756
2969,0.228763
2970,0.177573
2971,0.229124
2972,0.231768
2973,0.246529
2974,0.176784
2975,0.192311
2976,0.210138
2977,0.207256
2978,0.179376
2979,0.187771
2980,0.249331
2981,0.152406
2982,0.173610
2983,0.190733
2984,0.242268
2985,0.152816
2986,0.204238
2987,0.202506
2988,0.221457
2989,0.229868
2990,0.182326
2991,0.177621
2992,0.225756
2993,0.168791
2994,0.209447
2995,0.160027
2996,0.290585
2997,0.154537
2998,0.194007
2999,0.228614
3000,0.211494
3001,0.167607
3002,0.186186
3003,0.201832
3004,0.214049
3005,0.186536
3006,0.160603
3007,0.257847
3008,0.241278
3009,0.174259
3010,0.218463
3011,0.174125
3012,0.216175
3013,0.188729
3014,0.195325
3015,0.166945
3016,0.265348
3017,0.206533
3018,0.189645
3019,0.228507
3020,0.193517
3021,0.155023
3022,0.232465
3023,0.235169
3024,0.225881
3025,0.171497
3026,0.200572
3027,0.195979
3028,0.197804
3029,0.190060
3030,0.246267
3031,0.178402
3032,0.282010
3033,0.202496
3034,0.190565
3035,0.214196
3036,0.204481
3037,0.251800
3038,0.179816
3039,0.238600
3040,0.208961
3041,0.210516
3042,0.185024
3043,0.142709
3044,0.163423
3045,0.253993
3046,0.244908
3047,0.196092
3048,0.185023
3049,0.211856
3050,0.149981
3051,0.225421
3052,0.225651
3053,0.187557
3054,0.189135
3055,0.177631
3056,0.190622
3057,0.180832
3058,0.225942
3059,0.212243
3060,0.191669
3061,0.201412
3062,0.176668
3063,0.183271
3064,0.177406
3065,0.161059
3066,0.188504
3067,0.167880
3068,0.181034
3069,0.204173
3070,0.238256
3071,0.197092
3072,0.172107
3073,0.182957
3074,0.251702
3075,0.169741
3076,0.197376
3077,0.187464
3078,0.209816
3079,0.201056
3080,0.191770
3081,0.219000
3082,0.205121
3083,0.197382
3084,0.226399
3085,0.168622
3086,0.160816
3087,0.220181
3088,0.201161
3089,0.183436
3090,0.184732
3091,0.186905
3092,0.201673
3093,0.208196
3094,0.202605
3095,0.246148
3096,0.224264
3097,0.217620
3098,0.213339
3099,0.209793
3100,0.198850
3101,0.164280
3102,0.171176
3103,0.224141
3104,0.186918
3105,0.196863
3106,0.170304
3107,0.155417
3108,0.239065
3109,0.237356
3110,0.220177
3111,0.231280
3112,0.185474
3113,0.202507
3114,0.225403
3115,0.152910
3116,0.184222
3117,0.178401
3118,0.208615
3119,0.229461
3120,0.190486
3121,0.244786
3122,0.175338
3123,0.209933
3124,0.176107
3125,0.167198
3126,0.195009
3127,0.245785
3128,0.218325
3129,0.257655
3130,0.237111
3131,0.196905
3132,0.196778
3133,0.202518
3134,0.226119
3135,0.187739
3136,0.191446
3137,0.166376
3138,0.225138
3139,0.228065
3140,0.203724
3141,0.198316
3142,0.188407
3143,0.223649
3144,0.187331
3145,0.246071
3146,0.204214
3147,0.180683
3148,0.203039
3149,0.161141
3150,0.231465
3151,0.220282
3152,0.166580
3153,0.164335
3154,0.204881
3155,0.180630
3156,0.199677
3157,0.225931
3158,0.219569
3159,0.195768
3160,0.218019
3161,0.211485
3162,0.206170
3163,0.213809
3164,0.215082
3165,0.214397
3166,0.190958
3167,0.217763
3168,0.177865
3169,0.160928
3170,0.161057
3171,0.198418
3172,0.176589
3173,0.205977
3174,0.218320
3175,0.213862
3176,0.205596
3177,0.214449
3178,0.168903
3179,0.190084
3180,0.230920
3181,0.169928
3182,0.150608
3183,0.210867
3184,0.219027
3185,0.201713
3186,0.191116
3187,0.197039
3188,0.192927
3189,0.176624
3190,0.206726
3191,0.236622
3192,0.195898
3193,0.215709
3194,0.172614
3195,0.169360
3196,0.221787
3197,0.204494
3198,0.201981
3199,0.164912
3200,0.217081
3201,0.185702
3202,0.200088
3203,0.205860
3204,0.234508
3205,0.260640
3206,0.185170
3207,0.211273
3208,0.171360
3209,0.199052
3210,0.216326
3211,0.221112
3212,0.205363
3213,0.213281
3214,0.196701
3215,0.263773
3216,0.173075
3217,0.156629
3218,0.185820
3219,0.202494
3220,0.287598
3221,0.240065
3222,0.202399
3223,0.198771
3224,0.165302
3225,0.214466
3226,0.176637
3227,0.211931
3228,0.228342
3229,0.230113
3230,0.234845
3231,0.193485
3232,0.190180
3233,0.190057
3234,0.238785
3235,0.230044
3236,0.163340
3237,0.148920
3238,0.190389
3239,0.190521
3240,0.245843
3241,0.210094
3242,0.157702
3243,0.210175
3244,0.233723
3245,0.273341
3246,0.246346
3247,0.215267
3248,0.176401
3249,0.223648
3250,0.184661
3251,0.171227
3252,0.206616
3253,0.222754
3254,0.189345
3255,0.200210
3256,0.201452
3257,0.184008
3258,0.193121
3259,0.180999
3260,0.188587
3261,0.204174
3262,0.209740
3263,0.174073
3264,0.213585
3265,0.184723
3266,0.204765
3267,0.196551
3268,0.178465
3269,0.175831
3270,0.192472
3271,0.202028
3272,0.179004
3273,0.165464
3274,0.204908
3275,0.170077
3276,0.237156
3277,0.172203
3278,0.181015
3279,0.250985
3280,0.248235
3281,0.192572
3282,0.202151
3283,0.179791
3284,0.219331
3285,0.193875
3286,0.208244
3287,0.226097
3288,0.202286
3289,0.221862
3290,0.204368
3291,0.166256
3292,0.215460
3293,0.228905
3294,0.182200
3295,0.184893
3296,0.236468
3297,0.184998
3298,0.208392
3299,0.206265
3300,0.220483
3301,0.194058
3302,0.203615
3303,0.190678
3304,0.226131
3305,0.161309
3306,0.251656
3307,0.152399
3308,0.213103
3309,0.225737
3310,0.221499
3311,0.244670
3312,0.196360
3313,0.261018
3314,0.175019
3315,0.199072
3316,0.218094
3317,0.236068
3318,0.221844
3319,0.181368
3320,0.176887
3321,0.208169
3322,0.219326
3323,0.244230
3324,0.194619
3325,0.182885
3326,0.196742
3327,0.190917
3328,0.230551
3329,0.247582
3330,0.242852
3331,0.221164
3332,0.193726
3333,0.205909
3334,0.188022
3335,0.224220
3336,0.171418
3337,0.240699
3338,0.234769
3339,0.176816
3340,0.252368
3341,0.180828
3342,0.225585
3343,0.219926
3344,0.237402
3345,0.230263
3346,0.178227
3347,0.212058
3348,0.243005
3349,0.201474
3350,0.185258
3351,0.188753
3352,0.191893
3353,0.216626
3354,0.222081
3355,0.176321
3356,0.229990
3357,0.184753
3358,0.176987
3359,0.186359
3360,0.196041
3361,0.229706
3362,0.170411
3363,0.236988
3364,0.190664
3365,0.196637
3366,0.194737
3367,0.171373
3368,0.210758
3369,0.195708
3370,0.256436
3371,0.193748
3372,0.202664
3373,0.188037
3374,0.182529
3375,0.199660
3376,0.205659
3377,0.204439
3378,0.210147
3379,0.217410
3380,0.195479
3381,0.227157
3382,0.215514
3383,0.251554
3384,0.208782
3385,0.234376
3386,0.212075
3387,0.190791
3388,0.189644
3389,0.250987
3390,0.218644
3391,0.193092
3392,0.194123
3393,0.171876
3394,0.163114
3395,0.177576
3396,0.193037
3397,0.231056
3398,0.229394
3399,0.230981
3400,0.245262
3401,0.190245
3402,0.198181
3403,0.192679
3404,0.173375
3405,0.206657
3406,0.200558
3407,0.279245
3408,0.220381
3409,0.224049
3410,0.215608
3411,0.190992
3412,0.232444
3413,0.187514
3414,0.196938
3415,0.203393
3416,0.216060
3417,0.230516
3418,0.253070
3419,0.273301
3420,0.200026
3421,0.170146
3422,0.207605
3423,0.235654
3424,0.183450
3425,0.187579
3426,0.258254
3427,0.180980
3428,0.224611
3429,0.223564
3430,0.167212
3431,0.257226
3432,0.173425
3433,0.199921
3434,0.195768
3435,0.169375
3436,0.159125
3437,0.187954
3438,0.226926
3439,0.209096
3440,0.180393
3441,0.208558
3442,0.228423
3443,0.191668
3444,0.210401
3445,0.176437
3446,0.224151
3447,0.234765
3448,0.184634
3449,0.244572
3450,0.205867
3451,0.207200
3452,0.191079
3453,0.267437
3454,0.196981
3455,0.206049
3456,0.184078
3457,0.182234
3458,0.164031
3459,0.222621
3460,0.199254
3461,0.199871
3462,0.190431
3463,0.170194
3464,0.195298
3465,0.187624
3466,0.180018
3467,0.184045
3468,0.186769
3469,0.235850
3470,0.227482
3471,0.199938
3472,0.226633
3473,0.222550
3474,0.191375
3475,0.191404
3476,0.216755
3477,0.201398
3478,0.197643
3479,0.149566
3480,0.212061
3481,0.190558
3482,0.187517
3483,0.181572
3484,0.226134
3485,0.221238
3486,0.198826
3487,0.215513
3488,0.226188
3489,0.218397
3490,0.174380
3491,0.207897
3492,0.223080
3493,0.179839
3494,0.193059
3495,0.177425
3496,0.186926
3497,0.183770
3498,0.196815
3499,0.208926
3500,0.185899
3501,0.171353
3502,0.183810
3503,0.227289
3504,0.190933
3505,0.203707
3506,0.193978
3507,0.165472
3508,0.218905
3509,0.205118
3510,0.238738
3511,0.197310
3512,0.193349
3513,0.193122
3514,0.186787
3515,0.239185
3516,0.192520
3517,0.204190
3518,0.231872
3519,0.214599
3520,0.201475
3521,0.243359
3522,0.207765
3523,0.216463
3524,0.204675
3525,0.191470
3526,0.215035
3527,0.172543
3528,0.177270
3529,0.178473
3530,0.171823
3531,0.220895
3532,0.214232
3533,0.254101
3534,0.184779
3535,0.234243
3536,0.187709
3537,0.256845
3538,0.231251
3539,0.257543
3540,0.212525
3541,0.210016
3542,0.213369
3543,0.236317
3544,0.188079
3545,0.201480
3546,0.209166
3547,0.192868
3548,0.184778
3549,0.192610
3550,0.170673
3551,0.201138
3552,0.202824
3553,0.244246
3554,0.216263
3555,0.167957
3556,0.175411
3557,0.213763
3558,0.223740
3559,0.212626
3560,0.172259
3561,0.208160
3562,0.178938
3563,0.182721
3564,0.190681
3565,0.213638
3566,0.232094
3567,0.193107
3568,0.183000
3569,0.236760
3570,0.172615
3571,0.194838
3572,0.180623
3573,0.166974
3574,0.189754
3575,0.240327
3576,0.206170
3577,0.185885
3578,0.211217
3579,0.162747
3580,0.195705
3581,0.196800
3582,0.205588
3583,0.169466
3584,0.199780
3585,0.180711
3586,0.200017
3587,0.237171
3588,0.191308
3589,0.274281
3590,0.188788
3591,0.238079
3592,0.191626
3593,0.221706
3594,0.180087
3595,0.245178
3596,0.224976
3597,0.260247
3598,0.211669
3599,0.157300
3600,0.183093
3601,0.223586
3602,0.215936
3603,0.230006
3604,0.195064
3605,0.188741
3606,0.188253
3607,0.251472
3608,0.178479
3609,0.204563
3610,0.223505
3611,0.202859
3612,0.209035
3613,0.201685
3614,0.193854
3615,0.199461
3616,0.229635
